,Player,Pos,Age,Tm,PER,TS%,AST%,WS/48,OBPM,DBPM,Year,
2236,Caris LeVert,SG,26,BRK,19.1,0.516,34.1,0.084,1.3,-0.7,2020,1
2237,Caris LeVert,SG,26,IND,17.4,0.535,22.9,0.075,0,-0.3,2020,1
2238,Kira Lewis Jr.,PG,19,NOP,10.3,0.477,18.7,0.045,-3.2,-0.5,2020,1
2239,Damian Lillard,PG,30,POR,25.6,0.623,34.6,0.209,7.4,-1.6,2020,1
2240,Nassir Little,PF,20,POR,11.6,0.589,4.9,0.082,-1.1,-2,2020,1
2241,Kevon Looney,C,24,GSW,11.9,0.575,13.4,0.139,-1.9,0.5,2020,1
2242,Brook Lopez,C,32,MIL,15.4,0.611,3.5,0.133,0.1,-0.1,2020,1
2243,Robin Lopez,C,32,WAS,16.7,0.661,5.9,0.131,0.3,-1.4,2020,1
2244,Didi Louzada,SF,21,NOP,-0.9,0.308,6.5,-0.099,-8.2,-1.6,2020,1
2245,Kevin Love,PF,32,CLE,15.1,0.556,16,0.073,0.8,-0.8,2020,1
2246,Kyle Lowry,PG,34,TOR,16.5,0.593,31.8,0.124,1.9,-0.7,2020,1
2247,Kevin Love,SF,25,BRK,7.8,0.493,8.6,0.015,-3.2,-1.7,2020,1
2248,Trey Lyles,PF,25,SAS,11.4,0.574,5.3,0.085,-1.2,-0.7,2020,1
2249,Theo Maledon,PG,19,OKC,8.2,0.489,18.8,-0.021,-4.1,-1.1,2020,1
2250,Terance Mann,SG,24,LAC,13.8,0.603,11.3,0.141,-0.5,0.4,2020,1
2251,Boban Marjanovic,C,32,DAL,22.6,0.562,5.9,0.183,1.6,-2.7,2020,1
2252,Lauri Markkanen,PF,23,CHI,15.2,0.619,5,0.109,1.3,-1.3,2020,1
2253,Naji Marshall,SF,23,NOP,11.4,0.508,16.5,0.061,-2.1,0.8,2020,1
2254,Caleb Martin,SF,25,CHO,9.5,0.465,11.5,0.03,-3.4,-0.3,2020,1
2255,Cody Martin,SF,25,CHO,10.6,0.5,13.9,0.061,-2.6,0.3,2020,1
2256,Kelan Martin,SF,25,IND,13.9,0.551,7.5,0.066,-1.2,-1,2020,1
2257,Kenyon Martin Jr.,SF,20,HOU,14.6,0.59,6.8,0.099,-1.5,-0.4,2020,1
2258,Garrison Mathews,SG,24,WAS,9.7,0.635,3.1,0.108,-1.7,-0.6,2020,1
2259,Tyrese Maxey,SG,20,PHI,14.5,0.531,19.9,0.099,-1.3,-0.6,2020,1
2260,Skylar Mays,SG,23,ATL,16.8,0.569,16.4,0.14,1,0.6,2020,1
2261,CJ McCollum,SG,29,POR,20.8,0.577,23,0.141,4.9,-1.5,2020,1
2262,T.J. McConnell,PG,28,IND,16.9,0.583,34.3,0.128,-0.1,1.6,2020,1
2263,Jaden McDaniels,PF,20,MIN,8.9,0.552,6.4,0.046,-3.4,-0.3,2020,1
2264,Jalen McDaniels,SF,23,CHO,11.4,0.554,8.6,0.062,-2.7,-0.5,2020,1
2265,Doug McDermott,PF,29,IND,15.6,0.635,7.8,0.112,1.5,-2.1,2020,1
2266,JaVale McGee,C,33,TOT,17,0.541,9.7,0.068,-3.2,1,2020,1
2267,JaVale McGee,C,33,CLE,18.4,0.554,11.4,0.074,-2.1,1.3,2020,1
2268,JaVale McGee,C,33,DEN,12.9,0.498,4.8,0.05,-6.3,0.3,2020,1
2269,Rodney McGruder,SG,29,DET,16.1,0.619,13.6,0.121,0.9,-0.2,2020,1
2270,Jordan McLaughlin,PG,24,MIN,12,0.502,28,0.062,-2.1,0,2020,1
2271,Ben McLemore,SG,27,TOT,8.5,0.523,6.4,0.013,-2.7,-1.3,2020,1
2272,Ben McLemore,SG,27,HOU,8.3,0.5,7.8,-0.019,-3.2,-1.2,2020,1
2273,Ben McLemore,SG,27,LAL,8.8,0.559,4.3,0.061,-1.9,-1.6,2020,1
2274,De'Anthony Melton,PG,22,MEM,15.2,0.568,17.5,0.103,0.6,1.4,2020,1
2275,Sam Merrill,SG,24,MIL,11.9,0.603,11.4,0.102,-0.6,-0.8,2020,1
2276,Chimezie Metu,C,23,SAC,14.5,0.571,8.2,0.061,-2.3,-1.7,2020,1
2277,Khris Middleton,SF,29,MIL,18.2,0.588,23.2,0.135,2,-0.7,2020,1
2278,Patty Mills,PG,32,SAS,11.8,0.57,13.5,0.062,0.1,-1.8,2020,1
2279,Paul Millsap,PF,35,DEN,16.4,0.565,11.6,0.133,0.4,0.1,2020,1
2280,Shake Milton,SG,24,PHI,14.6,0.549,20.3,0.091,-0.9,-1.2,2020,1
2281,Donovan Mitchell,PG,24,UTA,21.3,0.569,26.7,0.167,4.1,-0.6,2020,1
2282,Malik Monk,SG,22,CHO,13.6,0.569,15.7,0.054,0.3,-2.3,2020,1
2283,Ja Morant,PG,21,MEM,16.7,0.537,33.5,0.074,1.3,-2,2020,1
2284,Marcus Morris Sr.,PF,31,LAC,14.5,0.614,5.6,0.115,0.9,-1,2020,1
2285,Markieff Morris,PF,31,LAL,9.3,0.509,8.6,0.062,-2.8,-0.2,2020,1
2286,Monte Morris,PG,25,DEN,14,0.574,17.1,0.115,0.2,-1.1,2020,1
2287,Mychal Mulder,PG,26,GSW,10.8,0.613,4.8,0.075,-0.9,-1.4,2020,1
2288,Dejounte Murray,PG,24,SAS,16.5,0.509,25.9,0.074,-0.2,0.8,2020,1
2289,Mike Muscala,C,29,OKC,14.7,0.599,7,0.096,0.8,-1.2,2020,1
2290,Svi Mykhailiuk,SF-SG,23,TOT,10.4,0.529,12.9,0.01,-1.9,-0.9,2020,1
2291,Svi Mykhailiuk,SF,23,DET,10.2,0.527,13.5,0.025,-1.3,-0.8,2020,1
2292,Svi Mykhailiuk,SG,23,OKC,10.6,0.531,12.3,-0.004,-2.5,-1.1,2020,1
2293,Abdel Nader,SF,27,PHO,13.4,0.605,7.3,0.095,-1.2,0.8,2020,1
2294,Larry Nance Jr.,PF,28,CLE,13.2,0.557,14.4,0.08,-1.1,1.7,2020,1
2295,Aaron Nesmith,SF,21,BOS,9.4,0.573,4.6,0.076,-2.9,-0.4,2020,1
2296,Raul Neto,PG,28,WAS,13,0.575,14,0.097,-1.5,0.6,2020,1
2297,Georges Niang,PF,27,UTA,11.4,0.602,7.3,0.108,-0.5,0.1,2020,1
2298,Zeke Nnaji,PF,20,DEN,11.3,0.615,3.3,0.104,-0.7,-1.4,2020,1
2299,Nerlens Noel,C,26,NYK,14.8,0.638,4.1,0.162,-2.5,3.5,2020,1
2300,Jaylen Nowell,SG,21,MIN,12.3,0.528,12.5,0.044,-1.5,-1.6,2020,1
2301,Frank Ntilikina,PG,22,NYK,7.7,0.512,8.1,0.07,-4.6,2.2,2020,1
2302,Jusuf Nurkic,C,26,POR,20.5,0.554,21.4,0.133,0.3,1.7,2020,1
2303,David Nwaba,SF,28,HOU,14.4,0.557,6.9,0.094,-1.3,1,2020,1
2304,Jordan Nwora,SF,22,MIL,16.1,0.586,3.6,0.068,-0.7,-0.6,2020,1
2305,Royce O'Neale,SF,27,UTA,9.9,0.599,10.4,0.121,-1.3,1.7,2020,1
2306,Semi Ojeleye,PF,26,BOS,8.3,0.553,5.1,0.063,-1.5,-1.2,2020,1
2307,Chuma Okeke,PF,22,ORL,11.8,0.511,13.2,0.056,-1.8,0.4,2020,1
2308,Josh Okogie,SG,22,MIN,9.1,0.524,7,0.051,-3.9,0.1,2020,1
2309,Isaac Okoro,SG,20,CLE,7.9,0.514,8.6,0.02,-4.2,-0.8,2020,1
2310,KZ Okpala,PF,21,MIA,5.2,0.448,5.8,0.015,-6.5,-0.7,2020,1
2311,Kelly Olynyk,C-PF,29,TOT,16.4,0.61,16,0.121,0.2,0.9,2020,1
2312,Kelly Olynyk,C,29,MIA,12.1,0.549,11.7,0.078,-1.6,0.7,2020,1
2313,Kelly Olynyk,PF,29,HOU,22.3,0.674,21.9,0.182,2.6,1.2,2020,1
2314,Miye Oni,SG,23,UTA,6.4,0.517,6.8,0.081,-3.1,0.9,2020,1
2315,Cedi Osman,SF,25,CLE,10.3,0.488,17.7,0.014,-1.9,-0.9,2020,1
2316,Kelly Oubre Jr.,SF,25,GSW,13.3,0.529,6.5,0.062,-1.5,-0.6,2020,1
2317,Jabari Parker,PF,25,TOT,14.7,0.593,9.9,0.089,-0.8,0.1,2020,1
2318,Jabari Parker,PF,25,SAC,5,0.571,5,-0.073,-7.5,-1.3,2020,1
2319,Jabari Parker,PF,25,BOS,16.6,0.596,10.8,0.121,0.6,0.4,2020,1
2320,Eric Paschall,PF,24,GSW,13.4,0.561,11.4,0.062,-1.7,-1.5,2020,1
2321,Chris Paul,PG,35,PHO,21.4,0.599,40.9,0.201,3.4,1.3,2020,1
2322,Cameron Payne,PG,26,PHO,17.4,0.602,28.1,0.158,1.7,0.9,2020,1
2323,Elfrid Payton,PG,26,NYK,11.7,0.478,21.6,0.032,-2.8,-0.6,2020,1
2324,Gary Payton II,PG,28,GSW,29.2,0.847,4.1,0.331,0.5,9,2020,1
2325,Mason Plumlee,C,30,DET,18.7,0.638,21,0.164,0.3,1.8,2020,1
2326,Jakob Poeltl,C,25,SAS,17.5,0.612,10.1,0.148,-0.4,1.1,2020,1
2327,Aleksej Pokusevski,PF,19,OKC,6.1,0.43,13.1,-0.084,-5.2,-0.7,2020,1
2328,Jordan Poole,SG,21,GSW,15.1,0.581,15.4,0.094,0.8,-1.4,2020,1
2329,Kevin Porter Jr.,SG,20,HOU,12.5,0.528,31.2,0,-1.3,-2.4,2020,1
2330,Michael Porter Jr.,SF,22,DEN,20.6,0.663,5.6,0.173,3.9,-1,2020,1
2331,Otto Porter Jr.,SF-PF,27,TOT,14.5,0.552,12.9,0.101,0,-0.5,2020,1
2332,Otto Porter Jr.,SF,27,CHI,14.8,0.566,13.1,0.108,0.6,-0.9,2020,1
2333,Otto Porter Jr.,PF,27,ORL,11.7,0.441,11.5,0.05,-5.3,2.3,2020,1
2334,Bobby Portis,C,25,MIL,19.9,0.598,7.4,0.167,2,-0.6,2020,1
2335,Kristaps Porzingis,C,25,DAL,21.3,0.582,8.4,0.154,2.9,-0.8,2020,1
2336,Dwight Powell,C,29,DAL,16.8,0.688,8.9,0.188,-0.8,1.5,2020,1
2337,Norman Powell,SG-SF,27,TOT,16.2,0.618,9.2,0.103,0.8,-0.7,2020,1
2338,Norman Powell,SG,27,TOR,17.7,0.645,10,0.12,1.8,-0.6,2020,1
2339,Norman Powell,SF,27,POR,14.2,0.576,8.1,0.078,-0.6,-0.8,2020,1
2340,Taurean Prince,PF,26,TOT,12.1,0.54,12.8,0.052,-1.2,-0.8,2020,1
2341,Taurean Prince,PF,26,BRK,11.7,0.565,4.3,0.062,-2.7,-0.2,2020,1
2342,Taurean Prince,PF,26,CLE,12.2,0.532,15.5,0.049,-0.8,-0.9,2020,1
2343,Payton Pritchard,SG,23,BOS,12.4,0.582,13.3,0.095,-0.4,-0.7,2020,1
2344,Immanuel Quickley,PG,21,NYK,15.8,0.557,16.2,0.125,1.5,-0.9,2020,1
2345,Jahmi'us Ramsey,SG,19,SAC,10.5,0.498,8.8,0.012,-3.1,-1.6,2020,1
2346,Julius Randle,PF,26,NYK,19.7,0.567,27.2,0.14,3,0.7,2020,1
2347,Cam Reddish,SF,21,ATL,9.3,0.488,6.5,0.026,-3.2,-0.4,2020,1
2348,Paul Reed,PF,21,PHI,21.2,0.54,11,0.162,-1.9,1,2020,1
2349,Naz Reid,C,21,MIN,18.2,0.599,8.7,0.113,-0.2,-0.5,2020,1
2350,Nick Richards,PF,23,CHO,5.5,0.542,4.2,0.026,-5.8,-2.9,2020,1
2351,Josh Richardson,SG,27,DAL,11.9,0.537,12.1,0.066,-1.5,-0.6,2020,1
2352,Austin Rivers,SG,28,TOT,9.9,0.551,13.2,0.072,-2.1,-0.1,2020,1
2353,Austin Rivers,SG,28,NYK,9.5,0.545,13.9,0.063,-2.3,-0.7,2020,1
2354,Austin Rivers,SG,28,DEN,10.3,0.558,12.5,0.081,-2,0.6,2020,1
2355,Duncan Robinson,SF,26,MIA,11,0.628,8.3,0.079,-0.2,-0.9,2020,1
2356,Justin Robinson,PG,23,OKC,6,0.453,14.1,0.021,-6.2,-1.3,2020,1
2357,Mitchell Robinson,C,22,NYK,17.7,0.642,2.9,0.192,-0.3,1.1,2020,1
2358,Isaiah Roby,PF,22,OKC,11.9,0.555,11.4,0.043,-3.6,0.2,2020,1
2359,Rajon Rondo,PG,34,TOT,13.2,0.544,35.3,0.081,-0.6,0.3,2020,1
2360,Rajon Rondo,PG,34,ATL,9.9,0.478,32.2,0.019,-2.8,0.1,2020,1
2361,Rajon Rondo,PG,34,LAC,16.8,0.609,38.6,0.148,1.8,0.5,2020,1
2362,Derrick Rose,PG,32,TOT,18.3,0.55,28,0.118,1.4,0.1,2020,1
2363,Derrick Rose,PG,32,DET,17.1,0.517,32.5,0.051,1.2,-0.8,2020,1
2364,Derrick Rose,PG,32,NYK,18.8,0.565,26.3,0.142,1.4,0.5,2020,1
2365,Terrence Ross,SG,29,ORL,13.2,0.53,13.2,0.03,-1.3,-1.1,2020,1
2366,Terry Rozier,SG,26,CHO,17.1,0.575,20,0.105,2.4,-0.9,2020,1
2367,Ricky Rubio,PG,30,MIN,13.5,0.516,33.3,0.085,-2.1,-0.1,2020,1
2368,D'Angelo Russell,PG,24,MIN,17.6,0.555,33.6,0.063,3,-1.9,2020,1
2369,Domantas Sabonis,PF,24,IND,20.6,0.601,27.5,0.149,2.4,1.5,2020,1
2370,Tomas Satoransky,SG,29,CHI,13.8,0.614,27.9,0.113,-0.5,-0.2,2020,1
2371,Dennis Schroder,SG,27,LAL,13.8,0.543,26.9,0.093,-1.1,0,2020,1
2372,Jay Scrubb,SG,20,LAC,6.3,0.458,1.7,-0.072,-8.1,-2.8,2020,1
2373,Collin Sexton,SG,22,CLE,18,0.573,22.6,0.08,1.9,-1.9,2020,1
2374,Landry Shamet,SG,23,BRK,10.3,0.578,9.3,0.063,-1.1,-1.5,2020,1
2375,Pascal Siakam,PF,26,TOR,17.7,0.547,20.5,0.101,0.8,-0.4,2020,1
2376,Anfernee Simons,SG,21,POR,12.3,0.589,11.4,0.078,0.6,-1.8,2020,1
2377,Marcus Smart,PG,26,BOS,13.8,0.539,23.6,0.1,-0.4,-0.2,2020,1
2378,Dennis Smith Jr.,PG,23,TOT,13.6,0.492,27.8,0.07,-1.3,1.5,2020,1
2379,Dennis Smith Jr.,PG,23,NYK,6.8,0.356,14.4,-0.015,-8.2,3.9,2020,1
2380,Dennis Smith Jr.,PG,23,DET,14.1,0.504,28.8,0.076,-0.8,1.3,2020,1
2381,Ish Smith,PG,32,WAS,11.6,0.473,24.7,0.056,-2,0.2,2020,1
2382,Jalen Smith,PF,20,PHO,8.4,0.499,3.4,0.022,-4.8,-1.4,2020,1
2383,Tony Snell,SG,29,ATL,9.5,0.708,7.9,0.099,-0.5,-0.4,2020,1
2384,Lamar Stevens,PF,23,CLE,10.5,0.521,7.4,0.043,-4,0,2020,1
2385,Isaiah Stewart,C,19,DET,16.4,0.597,6.3,0.132,-1.6,0.4,2020,1
2386,Max Strus,SF,24,MIA,12.1,0.597,7.3,0.088,-0.4,-1.8,2020,1
2387,Jae'Sean Tate,SF,25,HOU,13.8,0.576,13.2,0.088,-1.6,0.4,2020,1
2388,Jayson Tatum,SF,22,BOS,21.3,0.576,20.3,0.137,4.1,-0.4,2020,1
2389,Garrett Temple,SG,34,CHI,8.2,0.525,10.5,0.05,-3.3,-0.1,2020,1
2390,Daniel Theis,C,28,TOT,15,0.609,9.5,0.128,-0.6,0.5,2020,1
2391,Daniel Theis,C,28,BOS,15,0.625,9.3,0.134,-0.5,0.7,2020,1
2392,Daniel Theis,C,28,CHI,14.9,0.584,10,0.116,-0.9,0.1,2020,1
2393,Brodric Thomas,SG,24,TOT,8,0.487,10.7,0.006,-4.7,0.1,2020,1
2394,Brodric Thomas,SG,24,HOU,7.2,0.496,22.7,-0.063,-6.9,-0.5,2020,1
2395,Brodric Thomas,SG,24,CLE,8,0.487,9.9,0.01,-4.6,0.2,2020,1
2396,Matt Thomas,SG,26,TOT,9.1,0.522,8.6,0.031,-2.9,-2.3,2020,1
2397,Matt Thomas,SG,26,TOR,8.2,0.545,6.7,0.028,-2.2,-2.5,2020,1
2398,Matt Thomas,SG,26,UTA,10.5,0.499,11.3,0.034,-3.9,-2,2020,1
2399,Tristan Thompson,PF,29,BOS,14.2,0.54,7.2,0.107,-1.4,-1.2,2020,1
2400,Matisse Thybulle,SG,23,PHI,10.1,0.508,6.3,0.102,-2.7,4.3,2020,1
2401,Killian Tillie,C,22,MEM,8.5,0.461,5.6,0.055,-3.6,-0.5,2020,1
2402,Xavier Tillman,PF,22,MEM,14.7,0.605,9.4,0.127,-1.3,0.9,2020,1
2403,Obi Toppin,PF,22,NYK,12.7,0.574,6.4,0.109,-1.5,0.5,2020,1
2404,Juan Toscano-Anderson,SG,27,GSW,12.6,0.676,18.1,0.13,-1.5,2.2,2020,1
2405,Karl-Anthony Towns,C,25,MIN,23.1,0.612,22.6,0.153,4,0.2,2020,1
2406,Gary Trent Jr.,SG,22,TOT,12.1,0.534,6.6,0.045,-0.6,-2.1,2020,1
2407,Gary Trent Jr.,SG,22,POR,12.4,0.55,6.7,0.056,0,-2.4,2020,1
2408,Gary Trent Jr.,SG,22,TOR,11.3,0.501,6.4,0.019,-1.8,-1.6,2020,1
2409,P.J. Tucker,PF,35,TOT,5.5,0.51,5.7,0.034,-4.5,0.2,2020,1
2410,P.J. Tucker,PF,35,HOU,5.5,0.5,6.1,0.021,-5.1,0.3,2020,1
2411,P.J. Tucker,PF,35,MIL,5.7,0.539,4.6,0.065,-3,-0.2,2020,1
2412,Myles Turner,C,24,IND,15.3,0.599,4.4,0.11,-1.3,1.7,2020,1
2413,Jonas Valanciunas,C,28,MEM,24.4,0.636,10,0.213,3.1,-0.4,2020,1
2414,Denzel Valentine,SG,27,CHI,10.1,0.479,14,0.032,-2.1,-0.8,2020,1
2415,Jarred Vanderbilt,PF,21,MIN,16.2,0.612,9.3,0.132,-1.6,1,2020,1
2416,Fred VanVleet,SG,26,TOR,16.8,0.534,26.7,0.108,2.3,-0.1,2020,1
2417,Devin Vassell,SF,20,SAS,10.6,0.524,7.1,0.069,-2.5,0.6,2020,1
2418,Gabe Vincent,PG,24,MIA,7.6,0.498,15.1,0.011,-4.6,-1.1,2020,1
2419,Nikola Vucevic,C,30,TOT,22.9,0.56,21.3,0.129,4.9,0.2,2020,1
2420,Nikola Vucevic,C,30,ORL,23.5,0.565,22.1,0.125,5.5,0.1,2020,1
2421,Nikola Vucevic,C,30,CHI,21.8,0.55,20,0.137,4,0.2,2020,1
2422,Dean Wade,PF,24,CLE,11.3,0.573,8.9,0.08,-1,-0.2,2020,1
2423,Moritz Wagner,C,23,TOT,12.5,0.58,9.7,0.082,-2.7,0,2020,1
2424,Moritz Wagner,C,23,WAS,15.4,0.614,11.7,0.134,-1.1,0.9,2020,1
2425,Moritz Wagner,C,23,BOS,-1,0.37,12.4,-0.146,-10.8,-0.7,2020,1
2426,Moritz Wagner,C,23,ORL,11.5,0.563,6.3,0.063,-3,-1,2020,1
2427,Kemba Walker,PG,30,BOS,17.7,0.559,23.8,0.115,2.5,-0.7,2020,1
2428,Lonnie Walker IV,SG,22,SAS,9.8,0.523,9.6,0.012,-2.2,-1.7,2020,1
2429,Brad Wanamaker,PG,31,TOT,9.5,0.489,22.5,0.039,-4.6,-0.2,2020,1
2430,Brad Wanamaker,PG,31,GSW,8.5,0.468,20.8,0.036,-4.7,0.3,2020,1
2431,Brad Wanamaker,PG,31,CHO,10.9,0.518,25,0.044,-4.4,-0.8,2020,1
2432,P.J. Washington,PF,22,CHO,13.4,0.549,12.2,0.066,-1.4,0.3,2020,1
2433,Russell Westbrook,PG,32,WAS,19.5,0.509,48.6,0.075,2.5,0.8,2020,1
2434,Coby White,PG,20,CHI,12,0.54,21.8,0.052,-1.1,-1.4,2020,1
2435,Derrick White,SG,26,SAS,15,0.55,17.4,0.085,1.1,0,2020,1
2436,Hassan Whiteside,C,31,SAC,19.2,0.566,5.6,0.081,-1.8,-0.6,2020,1
2437,Andrew Wiggins,PF,25,GSW,15,0.568,10.9,0.08,-0.1,-0.6,2020,1
2438,Grant Williams,PF,22,BOS,7.5,0.546,7.4,0.046,-4,0,2020,1
2439,Kenrich Williams,PF,26,OKC,14,0.599,16.4,0.096,-1.1,0.7,2020,1
2440,Lou Williams,PG,34,TOT,14,0.519,23.4,0.056,-1.1,-1.8,2020,1
2441,Lou Williams,PG,34,LAC,15.7,0.529,23.3,0.084,-0.5,-1.4,2020,1
2442,Lou Williams,PG,34,ATL,10.8,0.498,23.7,0.004,-2.2,-2.7,2020,1
2443,Patrick Williams,PF,19,CHI,10.5,0.562,6.7,0.06,-2.7,0,2020,1
2444,Robert Williams III,C,23,BOS,25.7,0.719,14.2,0.258,3,3.1,2020,1
2445,Dylan Windler,SF,24,CLE,10.8,0.567,9.4,0.045,-1.8,0.1,2020,1
2446,Justise Winslow,SF,24,MEM,6.2,0.395,13.3,-0.066,-6.2,0.1,2020,1
2447,Christian Wood,C,25,HOU,20,0.591,9.4,0.1,1.9,-0.5,2020,1
2448,Robert Woodard II,SF,21,SAC,12.5,0.425,6.3,-0.011,-2.6,-2.7,2020,1
2449,Delon Wright,SG-PG,28,TOT,16.3,0.562,23,0.117,0.7,1.3,2020,1
2450,Delon Wright,SG,28,DET,16.5,0.562,25.7,0.134,1.1,1.8,2020,1
2451,Delon Wright,PG,28,SAC,15.9,0.563,18.9,0.092,0.2,0.6,2020,1
2452,Thaddeus Young,PF,32,CHI,20.3,0.578,27.1,0.147,2,1.2,2020,1
2453,Trae Young,PG,22,ATL,23,0.589,45.5,0.163,5.4,-1.7,2020,1
2454,Cody Zeller,C,28,CHO,18.2,0.599,13.2,0.156,-0.2,-0.1,2020,1
2455,Ivica Zubac,C,23,LAC,19.1,0.693,7.9,0.206,0.7,0,2020,1
2456,Precious Achiuwa,C,22,TOR,11.1,0.408,9.4,0.024,-3.6,-0.9,2021,1
2457,Steven Adams,C,28,MEM,17.4,0.552,14.9,0.113,0.6,-1.5,2021,1
2458,Bam Adebayo,C,24,MIA,20.8,0.579,13.1,0.181,0.8,1.1,2021,1
2459,Santi Aldama,PF,21,MEM,12,0.391,15.5,0.009,-0.4,-4.4,2021,1
2460,LaMarcus Aldridge,C,36,BRK,23.5,0.626,7.4,0.209,2.5,-0.7,2021,1
2461,Nickeil Alexander-Walker,SG,23,NOP,12.6,0.477,14.1,0.014,-1,-1.6,2021,1
2462,Grayson Allen,SG,26,MIL,16.6,0.632,7.1,0.161,2.8,-1.3,2021,1
2463,Jarrett Allen,C,23,CLE,21.3,0.674,8.9,0.2,1.6,0.9,2021,1
2464,Jose Alvarado,PG,23,NOP,10.1,0.389,7.2,0.008,-3.3,1.5,2021,1
2465,Kyle Anderson,PF,28,MEM,15.3,0.524,16.1,0.08,0.1,-0.6,2021,1
2466,Giannis Antetokounmpo,PF,27,MIL,30.2,0.58,34.7,0.263,6.6,3.4,2021,1
2467,Thanasis Antetokounmpo,SF,29,MIL,10.4,0.488,8.9,0.081,-3.7,-1.1,2021,1
2468,Carmelo Anthony,PF,37,LAL,16.3,0.629,4.3,0.134,2.1,-1.2,2021,1
2469,Cole Anthony,PG,21,ORL,17.7,0.551,30.3,0.094,2.4,-0.9,2021,1
2470,OG Anunoby,SF,24,TOR,16.9,0.534,11.7,0.112,1.6,-0.8,2021,1
2471,D.J. Augustin,PG,34,HOU,9.2,0.593,22.8,0.037,-2.5,-2.7,2021,1
2472,Deni Avdija,SF,21,WAS,12.6,0.533,8.8,0.122,-1.1,1.9,2021,1
2473,Joel Ayayi,SG,21,WAS,13.1,,41.4,0.186,-0.9,3.5,2021,1
2474,Deandre Ayton,C,23,PHO,22.7,0.638,7.5,0.222,1.7,-0.1,2021,1
2475,Udoka Azubuike,C,22,UTA,13.2,1,0,0.08,-0.9,-1.2,2021,1
2476,Marvin Bagley III,PF,22,SAC,5.7,0.363,4.1,-0.068,-5.2,-3.5,2021,1
2477,LaMelo Ball,PG,20,CHO,20.8,0.53,35.7,0.127,3.4,0.7,2021,1
2478,Lonzo Ball,PG,24,CHI,13,0.536,18.4,0.087,0.3,0.2,2021,1
2479,Mo Bamba,C,23,ORL,16.5,0.54,10.1,0.107,0.3,0.2,2021,1
2480,Desmond Bane,SF,23,MEM,15.3,0.577,11,0.072,1,-2.8,2021,1
2481,Dalano Banton,SF,22,TOR,13.5,0.577,15.5,0.076,-2.1,0.1,2021,1
2482,Harrison Barnes,PF,29,SAC,19.2,0.635,10.6,0.163,3.3,-1.1,2021,1
2483,Scottie Barnes,PF,20,TOR,16.1,0.522,14.5,0.095,-0.4,-0.9,2021,1
2484,RJ Barrett,SF,21,NYK,10.5,0.481,11.4,0.009,-2.6,-2.4,2021,1
2485,Will Barton,SG,31,DEN,17.5,0.561,19.9,0.128,2.4,0.2,2021,1
2486,Charles Bassey,PF,21,PHI,23.3,0.688,4.1,0.25,1.7,1.3,2021,1
2487,Keita Bates-Diop,SF,26,SAS,10.5,0.545,2.5,0.051,-3.8,-0.6,2021,1
2488,Nicolas Batum,PF,33,LAC,15.6,0.682,7.9,0.178,1.6,2.2,2021,1
2489,Kent Bazemore,SF,32,LAL,5.3,0.437,5.3,0.012,-5.8,-0.4,2021,1
2490,Darius Bazley,PF,21,OKC,9.3,0.433,8.7,-0.007,-3.7,-0.7,2021,1
2491,Bradley Beal,SG,28,WAS,16.9,0.518,29.9,0.054,0.8,-0.5,2021,1
2492,Malik Beasley,SG,25,MIN,8.6,0.447,10.2,0.039,-2.2,-1.7,2021,1
2493,DeAndre' Bembry,SF,27,BRK,9.8,0.563,7.8,0.091,-3.9,0.8,2021,1
2494,Davis Bertans,PF,29,WAS,7.5,0.523,4.9,0.054,-2.6,-2.4,2021,1
2495,Patrick Beverley,PG,33,MIN,15.9,0.573,25.7,0.169,0.7,1.4,2021,1
2496,Saddiq Bey,SF,22,DET,12.6,0.465,14.4,0.032,-0.8,-1.9,2021,1
2497,Khem Birch,C,29,TOR,17.1,0.55,8.1,0.152,0,-0.2,2021,1
2498,Goga Bitadze,C,22,IND,11.7,0.392,3.2,0.058,-5.1,0.4,2021,1
2499,Nemanja Bjelica,C,33,GSW,17.9,0.599,16.4,0.184,0.6,1.4,2021,1
2500,Eric Bledsoe,PG,32,LAC,11.5,0.48,19.6,0.057,-3.3,1.5,2021,1
2501,Bogdan Bogdanovic,SG,29,ATL,12.3,0.554,11.7,0.073,-0.4,-1.4,2021,1
2502,Bojan Bogdanovic,PF,32,UTA,17,0.604,9.3,0.159,2.2,-1.5,2021,1
2503,Bol Bol,PF,22,DEN,16,0.46,8,0.114,-0.4,1.2,2021,1
2504,Leandro Bolmaro,SF,21,MIN,5.4,0.536,5.5,-0.079,-6.6,-4,2021,1
2505,Isaac Bonga,SF,22,TOR,34.3,1,41.6,0.46,7.4,11.5,2021,1
2506,Devin Booker,SG,25,PHO,18.7,0.543,23.5,0.119,1.5,-1.3,2021,1
2507,Brandon Boston Jr.,SG,20,LAC,9.9,0.431,7.8,0.031,-5.3,2,2021,1
2508,Chris Boucher,PF,29,TOR,14.1,0.443,3,0.058,-2.6,-0.6,2021,1
2509,James Bouknight,SG,21,CHO,-17.8,0,0,-0.511,-18.9,-11.1,2021,1
2510,Avery Bradley,SG,31,LAL,5.9,0.506,5.2,0.016,-3.9,-1.6,2021,1
2511,Tony Bradley,C,24,CHI,12.2,0.566,4.6,0.102,-2.6,-0.4,2021,1
2512,Ignas Brazdeikis,SF,23,ORL,2.8,0.322,9.4,-0.08,-6.5,-3.3,2021,1
